objectid,filename,title,publisher,creator,date,description,format,genre,medium,subject,location,latitude,longitude,language,is_part_of,collection,source,object_location,reference_url,rights,rightsstatement,parentid
h_maciver_004,maciver_argentine.jpg,untitled,,unknown,,Photograph of Henry Ronald Hislop Douglas MacIver wearing Argentine Army uniform.,image/jpg,portrait,photograph,Henry Ronald Hislop Douglas MacIver,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_maciver
h_maciver_005,maciver_serbia1.jpg,untitled,,unknown,,Photograph of Henry Ronald Hislop Douglas MacIver wearing Serbian Army uniform taken in a studio.,image/jpg,portrait,photograph,Henry Ronald Hislop Douglas MacIver,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_maciver
h_maciver_006,maciver_serbia2.jpg,untitled,,unknown,,Cut out photograph of Henry Ronald Hislop Douglas MacIver wearing Serbian Army uniform.,image/jpg,portrait,photograph,Henry Ronald Hislop Douglas MacIver,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_maciver
h_maciver_007,maciver_serbia3.jpg,untitled,,unknown,,Illustration of Henry Ronald Hislop Douglas MacIver wearing Serbian Army military uniform in a studio.,image/jpg,portrait,illustration,Henry Ronald Hislop Douglas MacIver,,,,,,,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_maciver
h_maciver_008,maciver_older.png,untitled,,unknown,,Photograph of Henry Ronald Hislop Douglas MacIver wearing civilian clothes taken in a studio.,image/png,portrait,photograph,Henry Ronald Hislop Douglas MacIver,,,,,,,,,https://emergingcivilwar.com/2023/04/25/civil-war-surprises-confederate-flashman-the-adventures-of-henry-r-h-maciver-part-4/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_maciver
h_maciver_009,maciver_mexican.jpeg,untitled,,unknown,,Photograph of Henry Ronald Hislop Douglas MacIver wearing Mexican Army uniform taken in a studio.,image/jpg,portrait,photograph,Henry Ronald Hislop Douglas MacIver,,,,,,,,,https://www.findagrave.com/memorial/154208194/henry-ronald_hislop_douglas-mciver#view-photo=289253556,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,h_maciver
j_dennison,,James Alfred Dennison,,,,,compound_object,,,James Alfred Dennison,,,,,,,,,,,,
j_dennison_001,dennison_civilian.jpg,Colonel James A. Dennison,"Seeman and Peters, Printers and Binders",United States Military Academy Association of Graduates,,Photograph of James Alfred Dennison wearing civilian clothes.,image/jpg,portrait,photograph,James Alfred Dennison,,,,,,,,,https://play.google.com/store/books/details?id=65VNAAAAYAAJ&rdid=book-65VNAAAAYAAJ&rdot=1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,j_dennison
r_rogers,,Robert Morris Rogers,,,,,compound_object,,,Robert Morris Rogers,,,,,,,,,,,,
r_rogers_001,rogers_wp.jpeg,Robert M. Rogers,,unknown,,Photograph of Robert Morris Rogers wearing West Point uniform.,image/jpeg,portrait,photograph,Robert Morris Rogers,,,,,,,,,https://www.findagrave.com/memorial/26543517/robert_morris-rogers,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_rogers
c_martin,,Chancellor Martin,,,,,compound_object,,,Chancellor Martin,,,,,,,,,,,,
c_martin_001,martin_egypt.jpg,Major Chancellor Martin,"Seeman and Peters, Printers and Binders",United States Military Academy Association of Graduates,1877,"Photograph of Chancellor Martin wearing Egyptian Army Full Dress uniform, taken in a studio in Egypt.",image/jpg,portrait,photograph,Chancellor Martin,,,,,,,,,https://babel.hathitrust.org/cgi/pt?id=nyp.33433009297635&seq=131,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,c_martin
r_lamson,,Robert Schuyler Lamson,,,,,compound_object,,,Robert Schuyler Lamson,,,,,,,,,,,,
r_lamson_001,lamson_egypt.jpg,untitled,,Au Jardian De L'Esbekieh H. Delie et  E. Bechard,,"Photograph of Robert Schuyler Lamson wearing Egyptian Army Undress uniform, taken at a studio in Cairo, Egypt.",image/jpg,portrait,photograph,Robert Schuyler Lamson,"Cairo, Egypt",30.033333,31.233334,,,,,,https://dc.lib.unc.edu/cdm/search/collection/00ddd/searchterm/imagefolder_11!00432/field/all!all/mode/exact!exact/conn/and!and/order/relatid,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_lamson
r_lamson_002,lamson_egypt2.jpg,untitled,,Au Jardian De L'Esbekieh H. Delie et  E. Bechard,,"Photograph of Robert Schuyler Lamson wearing Egyptian Army Undress uniform posing with unidentified men and a camel, taken in Cairo, Egypt.",image/jpg,portrait,photograph,Robert Schuyler Lamson,"Cairo, Egypt",30.033333,31.233334,,,,,,https://dc.lib.unc.edu/cdm/singleitem/collection/00ddd/id/263757/rec/25,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,r_lamson
j_bassel,,James Bassel,,,,,compound_object,,,James Bassel,,,,,,,,,,,,
j_bassel_001,bassel_civilian.jpg,Lieutenant James Bassel,"Seeman and Peters, Printers and Binders",United States Military Academy Association of Graduates,,Photograph of James Bassel wearing civilian clothes.,image/jpg,portrait,photograph,James Bassel,,,,,,,,,https://usmalibrary.contentdm.oclc.org/digital/collection/aogreunion/id/17525/rec/57,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/NoC-US/1.0/,j_bassel
